year,month,anomaly_monthly,uncertainty_monthly,anomaly_annual,uncertainty_annual,anomaly_5yr,uncertainty_5yr,anomaly_10yr,uncertainty_10yr,anomaly_20yr,uncertainty_20yr
1977.0,11,0.196,0.170,-0.146,0.083,016,057,092,044,032,018
1977.0,12,1.089,0.320,-0.128,0.077,009,060,095,045,042,018
1978.0,1,-0.009,0.132,-0.147,0.095,025,060,113,045,054,019
1978.0,2,0.063,0.178,-0.130,0.093,039,065,109,046,056,019
1978.0,3,0.579,0.165,-0.069,0.091,028,067,117,046,055,020
1978.0,4,-1.087,0.202,-0.181,0.088,022,068,130,044,057,020
1978.0,5,-0.450,0.234,-0.217,0.088,034,068,116,044,065,020
1978.0,6,-0.753,0.187,-0.224,0.091,030,067,119,044,067,020
1978.0,7,-0.794,0.371,-0.380,0.091,037,067,147,043,067,020
1978.0,8,-0.794,0.209,-0.394,0.090,067,067,141,043,073,020
1978.0,9,-0.195,0.251,-0.433,0.090,018,068,138,042,075,019
1978.0,10,-0.016,0.149,-0.400,0.080,002,067,147,042,073,019
1978.0,11,-0.234,0.206,-0.392,0.090,015,066,154,041,071,020
1978.0,12,1.001,0.261,-0.301,0.096,062,063,160,041,079,020
1979.0,1,-1.886,0.155,-0.220,0.084,100,058,147,041,077,020
1979.0,2,-0.103,0.168,-0.214,0.080,102,054,133,041,089,020
1979.0,3,0.115,0.159,-0.196,0.082,080,055,119,041,098,021
1979.0,4,-0.696,0.229,-0.116,0.090,088,055,121,042,094,020
1979.0,5,-0.354,0.362,-0.105,0.092,076,054,108,042,101,021
1979.0,6,0.343,0.274,-0.074,0.093,059,054,109,042,107,021
1979.0,7,0.172,0.200,0.025,0.087,038,055,117,042,110,022
1979.0,8,-0.716,0.243,0.193,0.084,057,056,114,043,114,022
1979.0,9,0.020,0.173,0.153,0.072,087,056,114,043,116,022
1979.0,10,0.943,0.220,0.156,0.074,076,056,144,042,116,022
1979.0,11,-0.106,0.240,0.121,0.069,055,058,158,041,116,023
1979.0,12,1.384,0.216,0.022,0.083,016,057,144,043,131,023
1980.0,1,-0.703,0.173,-0.110,0.088,021,061,093,043,133,023
1980.0,2,1.914,0.227,0.003,0.115,036,062,083,043,149,023
1980.0,3,-0.369,0.324,0.077,0.125,078,062,083,042,164,024
1980.0,4,-0.652,0.420,-0.056,0.140,053,062,091,040,168,025
1980.0,5,-0.780,0.202,-0.126,0.157,073,063,094,040,176,025
1980.0,6,-0.837,0.348,-0.335,0.162,065,062,092,039,170,026
1980.0,7,-1.420,0.196,-0.274,0.161,097,061,096,040,176,026
1980.0,8,0.642,0.512,-0.544,0.158,071,062,081,042,182,027
1980.0,9,0.909,0.151,-0.319,0.148,069,061,091,043,179,027
1980.0,10,-0.656,0.148,-0.196,0.131,088,060,106,043,187,027
1980.0,11,-0.945,0.253,-0.150,0.114,081,058,090,042,182,027
1980.0,12,-1.128,0.168,-0.095,0.095,112,060,110,041,184,028
1981.0,1,0.039,0.223,-0.036,0.086,181,055,112,042,186,028
1981.0,2,-1.327,0.176,-0.040,0.067,212,055,076,041,181,028
1981.0,3,2.331,0.239,-0.075,0.062,226,055,077,040,201,028
1981.0,4,0.823,0.192,-0.037,0.056,230,055,065,039,195,028
1981.0,5,-0.236,0.229,0.075,0.051,247,053,066,040,187,028
1981.0,6,-0.167,0.183,0.190,0.053,234,051,051,037,188,028
1981.0,7,-0.718,0.164,0.326,0.057,279,051,041,034,189,028
1981.0,8,0.589,0.180,0.512,0.059,268,051,033,033,195,028
1981.0,9,0.490,0.214,0.298,0.059,247,051,036,032,203,027
1981.0,10,-0.189,0.212,0.229,0.060,263,053,047,032,198,027
1981.0,11,0.391,0.212,0.294,0.064,234,051,058,032,203,027
1981.0,12,0.252,0.176,0.424,0.065,226,052,072,032,200,028
1982.0,1,1.676,0.132,0.618,0.075,232,054,039,032,198,028
1982.0,2,0.900,0.170,0.564,0.081,248,055,019,032,196,028
1982.0,3,-0.229,0.176,0.652,0.081,231,056,004,031,195,028
1982.0,4,-0.009,0.198,0.654,0.086,220,057,016,031,198,028
1982.0,5,0.549,0.191,0.737,0.086,258,059,012,032,211,028
1982.0,6,1.385,0.208,0.771,0.087,240,060,015,033,217,027
1982.0,7,1.617,0.218,0.786,0.084,190,060,024,035,221,028
1982.0,8,-0.064,0.232,0.590,0.079,157,058,039,035,233,028
1982.0,9,1.540,0.194,0.643,0.081,143,053,064,035,241,028
1982.0,10,-0.160,0.156,0.649,0.074,166,048,062,036,237,029
1982.0,11,1.393,0.327,0.533,0.071,172,046,063,035,243,029
1982.0,12,0.652,0.269,0.511,0.078,176,044,063,034,245,030
1983.0,1,1.858,0.237,0.652,0.069,217,043,088,034,255,030
1983.0,2,-1.449,0.166,0.749,0.069,201,041,092,035,255,030
1983.0,3,0.407,0.208,0.673,0.076,210,041,086,035,259,030
1983.0,4,0.059,0.175,0.704,0.076,234,040,104,035,270,029
1983.0,5,-0.838,0.223,0.654,0.070,214,040,116,036,271,029
1983.0,6,1.119,0.205,0.619,0.087,250,039,124,038,273,029
1983.0,7,3.304,0.164,0.533,0.080,260,039,128,038,271,028
1983.0,8,1.104,0.157,0.588,0.076,218,039,141,038,266,029
1983.0,9,0.629,0.192,0.457,0.070,172,038,143,038,258,028
1983.0,10,0.214,0.276,0.475,0.061,128,039,153,040,257,029
1983.0,11,0.787,0.245,0.374,0.055,148,039,152,041,250,029
1983.0,12,0.231,0.222,0.268,0.061,163,038,153,040,259,030
1984.0,1,0.832,0.226,0.035,0.062,181,037,175,040,256,030
1984.0,2,-0.791,0.211,-0.037,0.064,169,036,185,041,256,031
1984.0,3,-1.164,0.135,-0.171,0.062,153,036,202,042,264,030
1984.0,4,0.273,0.339,-0.168,0.072,182,039,201,043,262,030
1984.0,5,-2.050,0.162,-0.052,0.066,193,040,222,042,267,031
1984.0,6,-0.155,0.286,-0.044,0.057,202,042,224,044,271,031
1984.0,7,0.508,0.242,-0.423,0.053,116,041,235,044,284,031
1984.0,8,0.243,0.274,-0.363,0.055,095,041,251,045,289,032
1984.0,9,-0.982,0.225,-0.366,0.055,078,041,255,047,290,032
1984.0,10,0.253,0.214,-0.330,0.071,107,040,258,049,306,033
1984.0,11,2.183,0.266,-0.190,0.075,079,040,262,050,316,033
1984.0,12,0.317,0.240,-0.228,0.095,046,040,263,051,316,034
1985.0,1,-3.713,0.242,-0.182,0.088,027,039,280,052,310,034
1985.0,2,-0.064,0.162,-0.229,0.098,042,038,296,052,317,034
1985.0,3,-1.207,0.151,-0.027,0.084,051,038,314,051,322,034
1985.0,4,0.712,0.251,0.015,0.093,071,037,317,050,326,034
1985.0,5,-0.370,0.185,-0.344,0.093,054,038,341,049,332,034
1985.0,6,-0.613,0.254,-0.287,0.082,061,038,348,049,333,034
1985.0,7,1.055,0.179,0.077,0.085,079,037,368,048,341,034
1985.0,8,-0.319,0.218,-0.236,0.086,112,039,380,046,342,035
1985.0,9,1.448,0.267,-0.173,0.083,104,038,373,046,337,035
1985.0,10,0.750,0.307,-0.382,0.078,120,036,393,046,353,035
1985.0,11,-2.122,0.243,-0.273,0.082,151,035,405,046,356,035
1985.0,12,1.001,0.213,-0.161,0.073,135,036,405,046,362,035
1986.0,1,0.648,0.210,-0.216,0.076,075,039,409,045,368,036
1986.0,2,-3.816,0.175,-0.203,0.075,070,040,407,044,362,035
1986.0,3,-0.453,0.174,-0.364,0.073,059,042,406,044,363,035
1986.0,4,-1.800,0.171,-0.296,0.085,076,046,396,045,368,034
1986.0,5,0.938,0.183,-0.033,0.087,057,047,389,046,363,035
1986.0,6,0.742,0.301,-0.046,0.080,072,046,384,046,357,034
1986.0,7,0.392,0.214,-0.393,0.083,071,045,401,045,352,033
